Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	9q33.1	9	116194389	PAPPA	PAPPA			5069			rs436582-?	rs436582		436582	intron	0		3.0E-6	5.522878745280337	(EA, Inherited)	2.64	[1.73-4.03]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	10q26.3	10	130548836	AL355500.2	GLRX3 - MIR378C	10539	100422867		368454	413752	rs11017328-?	rs11017328		11017328		1		3.0E-7	6.522878745280337	(EA, Inherited)	2.87	[1.88-4.40]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	14q31.1	14	81871321	AL160192.2	RPL9P6 - EIF3LP1	326311	319117		93688	44879	rs1959122-?	rs1959122		1959122		1		9.0E-7	6.045757490560675	(EA, Inherited)	7.63	[2.92-19.95]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	17p12	17	14213965	AC005224.1	COX10 - CDRT15	1352	146822		5286	21708	rs12150130-?	rs12150130		12150130		1		6.0E-6	5.221848749616356	(EA, Inherited)	3.48	[1.96-6.21]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	18p11.32	18	2739735	SMCHD1 	SMCHD1			23347			rs11872184-?	rs11872184		11872184	intron	0		4.0E-6	5.3979400086720375	(EA, Inherited)	4.08	[2.15-7.74]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	20p12.3	20	6601515	AL121911.1	CASC20 - BMP2	101929244	650		73056	166583	rs6140038-?	rs6140038		6140038		1	0.011	1.0E-6	6.0	(EA, Inherited)	5.24	[2.50-10.99]	Illumina [2,421,290] Imputed
	24800985	Agopian AJ	2014-05-05	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24800985	Genome-wide association study of maternal and inherited loci for conotruncal heart defects.	Conotruncal heart defects	537 European ancestry case-parent trios, 213 case-parent trios	348 European ancestry case-parent trios, 10 case-parent trios	22q13.1	22	38436107	KCNJ4	KCNJ4			3761			rs2267386-?	rs2267386		2267386	intron	0	0.024	1.0E-6	6.0	(EA, Inherited)	3.12	[1.93-5.05]	Illumina [2,421,290] Imputed
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	6q25.1	6	150931849	MTHFD1L	MTHFD1L			25902			rs6922269-A	rs6922269		6922269	intron	0	0.25	3.0000000000000004E-8	7.522878745280337		1.23	[1.15-1.33]	Affymetrix [377,857]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	2q36.3	2	226203364	pseudogene	NYAP2 - MIR5702	57624	100847053		549346	455346	rs2943634-C	rs2943634		2943634		1	0.65	2.0E-7	6.698970004336019		1.21	[1.13-1.30]	Affymetrix [377,857]
	17554300	WTCCC	2007-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	(see Samani 2007)	9p21.3[rs1333048]; 9p21.3[rs1333049] / 9p21.3	9	22125504	CDKN2A, CDKN2B	UBA52P6 - DMRTA1	100130239	63951		112966	321337	rs1333049-C	rs1333049		1333049		1	0.47	1.0E-13	13.0		1.47	[1.27-1.70]	Affymetrix[469,557]
	17554300	WTCCC	2007-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	(see Samani 2007)	1q43	1	240282296	intergenic	FMN2			56776			rs17672135-T	rs17672135		17672135	intron	0	0.87	2.0E-6	5.698970004336019		1.43	[1.23-1.64]	Affymetrix[469,557]
	17554300	WTCCC	2007-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	(see Samani 2007)	22q12.1	22	26293669	intergenic	SEZ6L			23544			rs688034-T	rs688034		688034	intron	0	0.31	4.0E-6	5.3979400086720375		1.11	[0.99-1.25]	Affymetrix[469,557]
	17554300	WTCCC	2007-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	(see Samani 2007)	16q23.3	16	83178793	intergenic	CDH13			1012			rs8055236-G	rs8055236		8055236	intron	0	0.80	6.0E-6	5.221848749616356		1.91	[1.33-2.74]	Affymetrix[469,557]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	1q41	1	222650187	MIA3	MIA3			375056			rs17465637-C	rs17465637		17465637	intron	0	0.71	1.0E-6	6.0		1.2	[1.12-1.30]	Affymetrix [377,857]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	9p21.3[rs1333048]; 9p21.3[rs1333049] / 9p21.3	9	22125504	intergenic	UBA52P6 - DMRTA1	100130239	63951		112966	321337	rs1333049-C	rs1333049		1333049		1	0.47	3.0E-19	18.522878745280337		1.36	[1.27-1.46]	Affymetrix [377,857]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	1p13.3	1	109279544	PSRC1	PSRC1			84722			rs599839-A	rs599839		599839	nearGene-3	0	0.77	4.0E-9	8.397940008672037		1.29	[1.18-1.40]	Affymetrix [377,857]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	10q11.21	10	44258419	CXCL12	LINC00841 - CXCL12	283033	6387		288512	111734	rs501120-T	rs501120		501120		1	0.87	9.0E-8	7.045757490560675		1.33	[1.20-1.48]	Affymetrix [377,857]
	17634449	Samani NJ	2007-07-17	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/17634449	Genomewide association analysis of coronary artery disease.	Coronary heart disease	1,926 European ancestry cases, 2,938 European ancestry controls	875 European ancestry cases, 1,644 European ancestry controls	15q22.33	15	67166301	SMAD3	SMAD3			4088			rs17228212-C	rs17228212		17228212	intron	0	0.30	2.0E-7	6.698970004336019		1.21	[1.13-1.30]	Affymetrix [377,857]
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	1p32.3	1	55030366	PCSK9	BSND - PCSK9	7809	255738		21574	9110	rs11206510-T	rs11206510		11206510		1	0.82	9.0E-8	7.045757490560675		1.08	[1.05-1.11]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	10q11.21	10	44280376	CXCL12	LINC00841 - CXCL12	283033	6387		310469	89777	rs1746048-C	rs1746048		1746048		1	0.87	3.0E-10	9.522878745280337		1.09	[1.07-1.13]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	1p32.2	1	56497149	PPAP2B	PPAP2B			8613			rs17114036-A	rs17114036		17114036	intron	0	0.91	4.0E-19	18.397940008672037		1.17	[1.13-1.22]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	6p21.31	6	35067023	ANKS1A	ANKS1A			23294			rs17609940-G	rs17609940		17609940	intron	0	0.75	1.0E-8	8.0		1.07	[1.05-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	6q23.2	6	133893387	TCF21	TCF21			6943			rs12190287-C	rs12190287		12190287	UTR-3	0	0.62	1.0E-12	12.0		1.08	[1.06-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	7q32.2	7	130023656	ZC3HC1	ZC3HC1			51530			rs11556924-C	rs11556924		11556924	missense	0	0.62	9.000000000000001E-18	17.045757490560675		1.09	[1.07-1.12]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	9q34.2	9	133278724	ABO	ABO - SURF6	28	6838		3510	51983	rs579459-C	rs579459		579459		1	0.21	4.0E-14	13.397940008672037		1.1	[1.07-1.13]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	10q24.32	10	102959339	NT5C2, CNNM2, CYP17A1	CNNM2			54805			rs12413409-G	rs12413409		12413409	intron	0	0.89	1.0E-9	9.0		1.12	[1.08-1.16]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	11q23.3	11	116778201	ZNF259, APOA1, APOC3, APOA4, APOA5	ZPR1			8882			rs964184-G	rs964184		964184	intron	0	0.13	1.0E-17	17.0		1.13	[1.10-1.16]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	13q34	13	110308365	COL4A1, COL4A2							rs4773144-G	rs4773144		4773144	nearGene-5;intron	0	0.44	4.0E-9	8.397940008672037		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	14q32.2	14	99667605	HHIPL1	HHIPL1			84439			rs2895811-C	rs2895811		2895811	intron	0	0.43	1.0E-10	10.0		1.07	[1.05-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	15q25.1	15	78796769	ADAMTS7	ADAMTS7			11173			rs3825807-A	rs3825807		3825807	missense	0	0.57	1.0E-12	12.0		1.08	[1.06-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	17p13.3	17	2223210	SMG6, SRR	SMG6			23293			rs216172-C	rs216172		216172	intron	0	0.37	1.0E-9	9.0		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	17p11.2	17	17640408	RASD1, SMCR3, PEMT	EEF1A1P43 - RAI1	1918	10743		54261	41065	rs12936587-G	rs12936587		12936587		1	0.56	4.0E-10	9.397940008672037		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	17q21.32	17	48911235	SNF8, GIP, UBE2Z, ATP5G1	UBE2Z			65264			rs46522-T	rs46522		46522	intron	0	0.53	2.0E-8	7.698970004336019		1.06	[1.04-1.08]	Affymetrix & Illumina {~2.3 million] (imputed)
	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls	9p21.3 / 9p21.3[rs4977574]; 9p21.3[rs1333049]	9	22098575	intergenic	CDKN2B-AS1			100048912			rs4977574-G	rs4977574		4977574	intron	0	NR	2.0E-25	24.69897000433602		1.2	[1.16-1.25]	Illumina [574,919]
	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls	6p24.1	6	12888772	PHACTR1	PHACTR1			221692			rs1332844-T	rs1332844		1332844	intron	0	NR	6.000000000000001E-8	7.221848749616356		1.11	[1.07-1.15]	Illumina [574,919]
